PID,Date,Group,Group2,Name,Species,Populations,SID,reproduction,TYPE,Unit ,u_mean,u_lower,u_upper,SE,range_low,range_up,Events,Callable,Method,SampleSize,Generations,Sequencing,Tools,Depth,Comments,CITATION,Citation2,Link
2012016,2012,human,primates,human,Homo sapiens,US(Schizophrenia),2012016_3,sexual,indel,bp/generation,1.31e-9,5.07e-10,3.36e-9,,,,4,,PO,85,,Illumina,,,exome ,"Xu, B., Ionita-Laza, I., Roos, J. L., Boone, B., Woodrick, S., Sun, Y., ... & Karayiorgou, M. (2012). De novo gene mutations highlight patterns of genetic and neural complexity in schizophrenia. Nature genetics, 44(12), 1365-1369.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3556813/
2012017,2012,plants,plants,maize,Zea mays,,2012017_1,sexual,snp,bp/year,2.02e-8,1.74e-8,2.34e-8,,,,179,170469103*26*2,PO,1,26y,Illumina ,,,,"Jiao, Y., Zhao, H., Ren, L., Song, W., Zeng, B., Guo, J., ... & Lai, J. (2012). Genome-wide genetic changes during modern breeding of maize. Nature genetics, 44(7), 812-815.",,https://www.nature.com/articles/ng.2312
2012017,2012,plants,plants,maize,Zea mays,,2012017_1,sexual,indel,bp/year,2.03e-9,1.28e-9,3.21e-9,,,,18,170469103*26*2,PO,1,26y,Illumina ,,,1-10bp,"Jiao, Y., Zhao, H., Ren, L., Song, W., Zeng, B., Guo, J., ... & Lai, J. (2012). Genome-wide genetic changes during modern breeding of maize. Nature genetics, 44(7), 812-815.",,https://www.nature.com/articles/ng.2312
2012017,2012,plants,plants,maize,Zea mays,,2012017_2,sexual,snp,bp/year,9.92e-9,8.51e-9,1.16e-8,,,,164,317986593*26*2,PO,1,26y,Illumina ,,,,"Jiao, Y., Zhao, H., Ren, L., Song, W., Zeng, B., Guo, J., ... & Lai, J. (2012). Genome-wide genetic changes during modern breeding of maize. Nature genetics, 44(7), 812-815.",,https://www.nature.com/articles/ng.2312
2012017,2012,plants,plants,maize,Zea mays,,2012017_2,sexual,indel,bp/year,1.09e-9,6.89e-10,1.72e-9,,,,18,317986593*26*2,PO,1,26y,Illumina ,,,1-10bp,"Jiao, Y., Zhao, H., Ren, L., Song, W., Zeng, B., Guo, J., ... & Lai, J. (2012). Genome-wide genetic changes during modern breeding of maize. Nature genetics, 44(7), 812-815.",,https://www.nature.com/articles/ng.2312
2012017,2012,plants,plants,maize,Zea mays,,2012017_3,sexual,snp,bp/year,1.88e-8,1.71e-8,2.06e-8,,,,441,488466696*24*2,PO,1,24y,Illumina ,,,,"Jiao, Y., Zhao, H., Ren, L., Song, W., Zeng, B., Guo, J., ... & Lai, J. (2012). Genome-wide genetic changes during modern breeding of maize. Nature genetics, 44(7), 812-815.",,https://www.nature.com/articles/ng.2312
2012017,2012,plants,plants,maize,Zea mays,,2012017_3,sexual,indel,bp/year,2.47e-9,1.91e-9,3.20e-9,,,,58,488466696*24*2,PO,1,24y,Illumina ,,,1-10bp,"Jiao, Y., Zhao, H., Ren, L., Song, W., Zeng, B., Guo, J., ... & Lai, J. (2012). Genome-wide genetic changes during modern breeding of maize. Nature genetics, 44(7), 812-815.",,https://www.nature.com/articles/ng.2312
2012019,2012,human,primates,human,Homo sapiens, Germany and Switzerland,2012019_1,sexual,snp,bp/generation,1.86e-8,,,,,,72,2*51*3.8e7,PO,51,,Illumina HiSeq 2000 ,,,exome- severe non-syndromic sporadic intellectual disability,"Rauch, A., Wieczorek, D., Graf, E., Wieland, T., Endele, S., Schwarzmayr, T., ... & Strom, T. M. (2012). Range of genetic mutations associated with severe non-syndromic sporadic intellectual disability: an exome sequencing study. The Lancet, 380(9854), 1674-1682.",,https://www.sciencedirect.com/science/article/pii/S0140673612614809
2012019,2012,human,primates,human,Homo sapiens, Germany and Switzerland,2012019_2,sexual,snp,bp/generation,1.51e-8,,,,,,23,2*20*3.8e7,PO,20,,Illumina HiSeq 2000 ,,,exome - control,"Rauch, A., Wieczorek, D., Graf, E., Wieland, T., Endele, S., Schwarzmayr, T., ... & Strom, T. M. (2012). Range of genetic mutations associated with severe non-syndromic sporadic intellectual disability: an exome sequencing study. The Lancet, 380(9854), 1674-1682.",,https://www.sciencedirect.com/science/article/pii/S0140673612614809
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line33,2013001_1,sexual,snp,bp/generation,7.71e-9,7.06e-9,8.40e-9,,,,514,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line33,2013001_1,sexual,indel,bp/generation,6.15e-10,,,,,,41,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line33,2013001_1,sexual,deletion,bp/generation,4.95e-10,3.52e-10,6.95e-10,,,,33,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line33,2013001_1,sexual,insertion,bp/generation,1.20e-10,6.08e-11,2.37e-11,,,,8,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line39,2013001_2,sexual,snp,bp/generation,3.27e-9,2.85e-9,3.73e-9,,,,218,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line39,2013001_2,sexual,indel,bp/generation,2.85e-11,,,,,,19,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line39,2013001_2,sexual,deletion,bp/generation,2.55e-11,1.59e-11,4.08e-11,,,,17,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013001,2013,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,line39,2013001_2,sexual,insertion,bp/generation,0.30e-11,8.23e-13,1.09e-11,,,,2,66666666667,MA,,,,,,,"Schrider, D. R., Houle, D., Lynch, M., & Hahn, M. W. (2013). Rates and genomic consequences of spontaneous mutational events in Drosophila melanogaster. Genetics, 194(4), 937-954.",,https://academic.oup.com/genetics/article/194/4/937/5935345
2013002,2013,human,primates,human,Homo sapiens,Congenital heart disease,2013002_1,sexual,snp,bp/generation,1.34e-8,,,,,,,,PO,,,Illumina HiSeq 2000 ,,,exome ,"Zaidi, S., Choi, M., Wakimoto, H., Ma, L., Jiang, J., Overton, J. D., ... & Lifton, R. P. (2013). De novo mutations in histone-modifying genes in congenital heart disease. Nature, 498(7453), 220-223.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3706629/
2013002,2013,human,primates,human,Homo sapiens,health,2013002_2,sexual,snp,bp/generation,1.29e-8,,,,,,,,PO,,,Illumina HiSeq 2000 ,,,exome ,"Zaidi, S., Choi, M., Wakimoto, H., Ma, L., Jiang, J., Overton, J. D., ... & Lifton, R. P. (2013). De novo mutations in histone-modifying genes in congenital heart disease. Nature, 498(7453), 220-223.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3706629/
2013003,2013,human,primates,human,Homo sapiens,CEU,2013003_1,sexual,indel,bp/generation,1.06e-9,2.35e-10,2.75e-9,,,,53,,PO,,,,,,Assumed,"Ramu, A., Noordam, M. J., Schwartz, R. S., Wuster, A., Hurles, M. E., Cartwright, R. A., & Conrad, D. F. (2013). DeNovoGear: de novo indel and point mutation discovery and phasing. Nature methods, 10(10), 985-987.",,https://www.nature.com/articles/nmeth.2611
2013003,2013,human,primates,human,Homo sapiens,CEU,2013003_1,sexual,deletion,bp/generation,9.4e-10,,,,,,47,,PO,,,,,,Assumed,"Ramu, A., Noordam, M. J., Schwartz, R. S., Wuster, A., Hurles, M. E., Cartwright, R. A., & Conrad, D. F. (2013). DeNovoGear: de novo indel and point mutation discovery and phasing. Nature methods, 10(10), 985-987.",,https://www.nature.com/articles/nmeth.2611
2013003,2013,human,primates,human,Homo sapiens,CEU,2013003_1,sexual,insertion,bp/generation,1.2e-10,,,,,,6,,PO,,,,,,Assumed,"Ramu, A., Noordam, M. J., Schwartz, R. S., Wuster, A., Hurles, M. E., Cartwright, R. A., & Conrad, D. F. (2013). DeNovoGear: de novo indel and point mutation discovery and phasing. Nature methods, 10(10), 985-987.",,https://www.nature.com/articles/nmeth.2611
2013004,2013,fish,fish,cichlid fishes,Amphilophus,Nicaragua,2013004_1,sexual,snp,bp/generation,6.6e-8,3.20e-8,1.36e-7,1.13e-8,,,7,,PO,,,Illumina ,,,Cross of Amphilophus astorquii and Amphilophus zaliosus,"Recknagel, H., Elmer, K. R., & Meyer, A. (2013). A hybrid genetic linkage map of two ecologically and morphologically divergent Midas cichlid fishes (Amphilophus spp.) obtained by massively parallel DNA sequencing (ddRADSeq). G3: Genes| Genomes| Genetics, 3(1), 65-74.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3538344/
2013005,2013,unicellular,others,malaria parasites,Plasmodium falciparum,3D7,2013005_1,asexual,snp,bp/generation,1.4e-9,,,1.2e-9,,,28.8,,MA,,,Illumina ,,,calibrated events counts; exclude mitchondrial mutations,"Bopp, S. E., Manary, M. J., Bright, A. T., Johnston, G. L., Dharia, N. V., Luna, F. L., ... & Winzeler, E. A. (2013). Mitotic evolution of Plasmodium falciparum shows a stable core genome but recombination in antigen families. PLoS genetics, 9(2), e1003293.",,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1003293
2014001,2014,human,primates,human,Homo sapiens,,2014001_1,sexual,snp,bp/generation,1.01e-8,,,,,,24,,PO,,,Illumina HiSeq 2000 ,,,,"Dal, G. M., Ergüner, B., Sağıroğlu, M. S., Yüksel, B., Onat, O. E., Alkan, C., & Özçelik, T. (2014). Early postzygotic mutations contribute to de novo variation in a healthy monozygotic twin pair. Journal of medical genetics, 51(7), 455-459.",,https://jmg.bmj.com/content/51/7/455.long
2014001,2014,human,primates,human,Homo sapiens,,2014001_2,sexual,snp,bp/generation,1.31e-8,,,,,,31,,PO,,,Illumina HiSeq 2000,,,,"Dal, G. M., Ergüner, B., Sağıroğlu, M. S., Yüksel, B., Onat, O. E., Alkan, C., & Özçelik, T. (2014). Early postzygotic mutations contribute to de novo variation in a healthy monozygotic twin pair. Journal of medical genetics, 51(7), 455-459.",,https://jmg.bmj.com/content/51/7/455.long
2014003,2014,primates,primates,chimpanzee,Pan troglodytes,,2014003_1,sexual,snp,bp/generation,1.48e-8,,,,1.31e-8,1.52e-8,35,1.182 * 10e9 *2,PO,1,,Illumina HiSeq 2000,,150,,"Tatsumoto, S., Go, Y., Fukuta, K., Noguchi, H., Hayakawa, T., Tomonaga, M., ... & Fujiyama, A. (2017). Direct estimation of de novo mutation rates in a chimpanzee parent-offspring trio by ultra-deep whole genome sequencing. Scientific reports, 7(1), 1-12.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666008/
2014004,2014,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2014004_1,sexual,snp,bp/generation,2.8e-9,1.0e-9,6.1e-9,,,,7,2*1.26e9,PO,1,,Illumina HiSeq 2000,,,,"Keightley, P. D., Ness, R. W., Halligan, D. L., & Haddrill, P. R. (2014). Estimation of the spontaneous mutation rate per nucleotide site in a Drosophila melanogaster full-sib family. Genetics, 196(1), 313-320.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3872194/
2014004,2014,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2014004_1,sexual,indel,bp/generation,1.2e-9,0.7e-9,11e-9,,,,3,2*1.26e9,PO,1,,Illumina HiSeq 2000,,,,"Keightley, P. D., Ness, R. W., Halligan, D. L., & Haddrill, P. R. (2014). Estimation of the spontaneous mutation rate per nucleotide site in a Drosophila melanogaster full-sib family. Genetics, 196(1), 313-320.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3872194/
2014004,2014,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2014004_1,sexual,deletion,bp/generation,1.2e-9,0.7e-9,11e-9,,,,3,2*1.26e9,PO,1,,Illumina HiSeq 2000,,,,"Keightley, P. D., Ness, R. W., Halligan, D. L., & Haddrill, P. R. (2014). Estimation of the spontaneous mutation rate per nucleotide site in a Drosophila melanogaster full-sib family. Genetics, 196(1), 313-320.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3872194/
2014004,2014,arthropods  ,arthropods  ,fruit fly,Drosophila melanogaster,,2014004_1,sexual,insertion,bp/generation,0,,,,,,0,2*1.26e9,PO,1,,Illumina HiSeq 2000,,,,"Keightley, P. D., Ness, R. W., Halligan, D. L., & Haddrill, P. R. (2014). Estimation of the spontaneous mutation rate per nucleotide site in a Drosophila melanogaster full-sib family. Genetics, 196(1), 313-320.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3872194/
2014005,2014,human,primates,human,Homo sapiens,,2014005_1,sexual,snp,bp/generation,1.61e-8,,,,,,607,,PO,623,,Illumina HiSeq,,>10,exome ,"Fromer, M., Pocklington, A. J., Kavanagh, D. H., Williams, H. J., Dwyer, S., Gormley, P., ... & O’Donovan, M. C. (2014). De novo mutations in schizophrenia implicate synaptic networks. Nature, 506(7487), 179-184.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4237002/
2014005,2014,human,primates,human,Homo sapiens,,2014005_1,sexual,indel,bp/generation,10.88e-10,,,,,,41,,PO,623,,Illumina HiSeq,,>10,exome ,"Fromer, M., Pocklington, A. J., Kavanagh, D. H., Williams, H. J., Dwyer, S., Gormley, P., ... & O’Donovan, M. C. (2014). De novo mutations in schizophrenia implicate synaptic networks. Nature, 506(7487), 179-184.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4237002/
2014005,2014,human,primates,human,Homo sapiens,,2014005_1,sexual,deletion,bp/generation,7.43e-10,,,,,,28,,PO,623,,Illumina HiSeq,,>10,exome ,"Fromer, M., Pocklington, A. J., Kavanagh, D. H., Williams, H. J., Dwyer, S., Gormley, P., ... & O’Donovan, M. C. (2014). De novo mutations in schizophrenia implicate synaptic networks. Nature, 506(7487), 179-184.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4237002/
2014005,2014,human,primates,human,Homo sapiens,,2014005_1,sexual,insertion,bp/generation,3.45e-10,,,,,,13,,PO,623,,Illumina HiSeq,,>10,exome ,"Fromer, M., Pocklington, A. J., Kavanagh, D. H., Williams, H. J., Dwyer, S., Gormley, P., ... & O’Donovan, M. C. (2014). De novo mutations in schizophrenia implicate synaptic networks. Nature, 506(7487), 179-184.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4237002/
2014006,2014,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2014006_1,asexual,snp,bp/generation,1.67e-10,,,0.04e-10,,,867,,MA,145,2062,Illumina ,,,,"Zhu, Y. O., Siegal, M. L., Hall, D. W., & Petrov, D. A. (2014). Precise estimates of mutation rate and spectrum in yeast. Proceedings of the National Academy of Sciences, 111(22), E2310-E2318.",,https://www.pnas.org/doi/10.1073/pnas.1323011111
2014006,2014,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2014006_1,asexual,indel,bp/generation,5.03e-12,,,,,,26,,MA,145,2062,Illumina ,,,,"Zhu, Y. O., Siegal, M. L., Hall, D. W., & Petrov, D. A. (2014). Precise estimates of mutation rate and spectrum in yeast. Proceedings of the National Academy of Sciences, 111(22), E2310-E2318.",,https://www.pnas.org/doi/10.1073/pnas.1323011111
2014006,2014,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2014006_1,asexual,deletion,bp/generation,3.48e-12,,,,,,18,,MA,145,2062,Illumina ,,,,"Zhu, Y. O., Siegal, M. L., Hall, D. W., & Petrov, D. A. (2014). Precise estimates of mutation rate and spectrum in yeast. Proceedings of the National Academy of Sciences, 111(22), E2310-E2318.",,https://www.pnas.org/doi/10.1073/pnas.1323011111
2014006,2014,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2014006_1,asexual,insertion,bp/generation,1.55e-12,,,,,,8,,MA,145,2062,Illumina ,,,,"Zhu, Y. O., Siegal, M. L., Hall, D. W., & Petrov, D. A. (2014). Precise estimates of mutation rate and spectrum in yeast. Proceedings of the National Academy of Sciences, 111(22), E2310-E2318.",,https://www.pnas.org/doi/10.1073/pnas.1323011111
2014007,2014,primates,primates,chimpanzee,Pan troglodytes ,,2014007_1,sexual,snp,bp/generation,1.20e-8,,,,,,303,2*2360347379*6,PO,,,Illumina HiSeq 2000,,35,age-adjusted,"Venn, O., Turner, I., Mathieson, I., de Groot, N., Bontrop, R., & McVean, G. (2014). Strong male bias drives germline mutation in chimpanzees. Science, 344(6189), 1272-1275.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4746749/
2014008,2014,unicellular,fungi,yeast,Saccharomyces cerevisiae,,2014008_1,asexual,snp,bp/generation,0.36e-9,,,,,,41,,MA,4,,V4 and 5500 SOLiD,,,,"Serero, A., Jubin, C., Loeillet, S., Legoix-Né, P., & Nicolas, A. G. (2014). Mutational landscape of yeast mutator strains. Proceedings of the National Academy of Sciences, 111(5), 1897-1902.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3918763/
2014009,2014,worm,nematodes,nematode ,Caenorhabditis elegans,,2014009_1,sexual,snp,bp/generation,3.37e-10,2.50e-10,4.24e-10,,,,,,MA,,,Illumina HiSeq 2000,,,,"Meier, B., Cooke, S. L., Weiss, J., Bailly, A. P., Alexandrov, L. B., Marshall, J., ... & Campbell, P. J. (2014). C. elegans whole-genome sequencing reveals mutational signatures related to carcinogens and DNA repair deficiency. Genome research, 24(10), 1624-1636.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4199376/
2014010,2014,worm,nematodes,nematode ,Pristionchus pacificus,,2014010_2,sexual,snp,bp/generation,2.0e-9,1.4e-9,2.6e-9,,,,802,,MA,22,,Illumina HiSeq 2000,,,,"Weller, A. M., Rödelsperger, C., Eberhardt, G., Molnar, R. I., & Sommer, R. J. (2014). Opposing forces of A/T-biased mutations and G/C-biased gene conversions shape the genome of the nematode Pristionchus pacificus. Genetics, 196(4), 1145-1152.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982703/
2015001,2015,fungus,fungi,mushroom,Schizophyllum commune,US and Russia,2015001_1,sexual,snp,bp/generation,2.0e-8,1.1e-8,4.1e-8,,,,9,,PO,1,,Illumina HiSeq 2000,,30-40,,"Baranova, M. A., Logacheva, M. D., Penin, A. A., Seplyarskiy, V. B., Safonova, Y. Y., Naumenko, S. A., ... & Kondrashov, A. S. (2015). Extraordinary genetic diversity in a wood decay mushroom. Molecular biology and evolution, 32(10), 2775-2783.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4576712/
2015002,2015,unicellular,fungi,yeast,Schizosaccharomyces pombe,,2015002_1,asexual,snp,bp/generation,2.00e-10,,,0.1e-10,,,422,,MA,,,Illumina HiSeq 2500,,,,"Farlow, A., Long, H., Arnoux, S., Sung, W., Doak, T. G., Nordborg, M., & Lynch, M. (2015). The spontaneous mutation rate in the fission yeast Schizosaccharomyces pombe. Genetics, 201(2), 737-744.",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4596680/
